"V1","valor","variavel","data","polarity","tipo_dado","freq","escala","category","subcategory","descricao_variable","remove","valor_polarizado","norm"
269,0.132772295640582,"NovasAcoes_sobre_Demitidos_MM",2018-01-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.132772295640582,0.960601563028841
272,0.119512586518939,"NovasAcoes_sobre_Demitidos_MM",2018-04-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.119512586518939,0.776683196547809
275,0.106038035942405,"NovasAcoes_sobre_Demitidos_MM",2018-07-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.106038035942405,0.589784878615845
278,0.0962509486151123,"NovasAcoes_sobre_Demitidos_MM",2018-10-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.0962509486151123,0.454033400409975
281,0.0913670678214868,"NovasAcoes_sobre_Demitidos_MM",2019-01-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.0913670678214868,0.386291689833115
284,0.0931065713145743,"NovasAcoes_sobre_Demitidos_MM",2019-04-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.0931065713145743,0.410419416769033
287,0.0939069141388968,"NovasAcoes_sobre_Demitidos_MM",2019-07-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.0939069141388968,0.421520546026382
290,0.0928891198938001,"NovasAcoes_sobre_Demitidos_MM",2019-10-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.0928891198938001,0.40740326387074
293,0.0931449754774506,"NovasAcoes_sobre_Demitidos_MM",2020-01-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.0931449754774506,0.410952100468011
296,0.0866918590945209,"NovasAcoes_sobre_Demitidos_MM",2020-04-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.0866918590945209,0.321444358407274
299,0.0827762577427419,"NovasAcoes_sobre_Demitidos_MM",2020-07-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.0827762577427419,0.267133136509151
302,0.078504605046793,"NovasAcoes_sobre_Demitidos_MM",2020-10-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.078504605046793,0.207883315958346
305,0.07401188265102,"NovasAcoes_sobre_Demitidos_MM",2021-01-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.07401188265102,0.14556715528672
308,0.075592030305553,"NovasAcoes_sobre_Demitidos_MM",2021-04-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.075592030305553,0.167484542218398
311,0.0748279127668625,"NovasAcoes_sobre_Demitidos_MM",2021-07-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.0748279127668625,0.156885874613686
314,0.0715008407975756,"NovasAcoes_sobre_Demitidos_MM",2021-10-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.0715008407975756,0.110737830479196
317,0.0697924974521081,"NovasAcoes_sobre_Demitidos_MM",2022-01-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.0697924974521081,0.0870423093629531
320,0.067176797828017,"NovasAcoes_sobre_Demitidos_MM",2022-04-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.067176797828017,0.0507613323328721
323,0.0653750697211473,"NovasAcoes_sobre_Demitidos_MM",2022-07-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.0653750697211473,0.0257705209041687
326,0.0655837145724288,"NovasAcoes_sobre_Demitidos_MM",2022-10-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.0655837145724288,0.0286645225651656
327,0.0635171279742705,"NovasAcoes_sobre_Demitidos_MM",2023-01-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.0635171279742705,0
330,0.0682884677370329,"NovasAcoes_sobre_Demitidos_MM",2023-04-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.0682884677370329,0.0661807138484591
333,0.0704320919716266,"NovasAcoes_sobre_Demitidos_MM",2023-07-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.0704320919716266,0.0959137844579881
336,0.0729434837984568,"NovasAcoes_sobre_Demitidos_MM",2023-10-01,"neg","prop","mensal","percent","acesso_a_direitos","acesso_a_direitos","Número de novos processos trabalhistas sobre número de desligados",0,-0.0729434837984568,0.13074796356004
339,0.831918893089633,"PropoRendaApposentadoriaAcima65anos",2012-04-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.831918893089633,0.75327393760498
340,0.824397419724545,"PropoRendaApposentadoriaAcima65anos",2012-07-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.824397419724545,0.625027716476263
341,0.835395988278295,"PropoRendaApposentadoriaAcima65anos",2012-10-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.835395988278295,0.812560768363509
342,0.834188550157182,"PropoRendaApposentadoriaAcima65anos",2012-01-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.834188550157182,0.791973129643912
343,0.842449927738373,"PropoRendaApposentadoriaAcima65anos",2013-07-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.842449927738373,0.932835219380618
344,0.827537367137994,"PropoRendaApposentadoriaAcima65anos",2013-10-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.827537367137994,0.678565949050062
345,0.821674280399923,"PropoRendaApposentadoriaAcima65anos",2013-01-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.821674280399923,0.57859634445136
346,0.836857094227116,"PropoRendaApposentadoriaAcima65anos",2013-04-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.836857094227116,0.837473615555755
347,0.834038696382398,"PropoRendaApposentadoriaAcima65anos",2014-10-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.834038696382398,0.789418021169139
348,0.846389054396878,"PropoRendaApposentadoriaAcima65anos",2014-01-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.846389054396878,1
349,0.834164942646585,"PropoRendaApposentadoriaAcima65anos",2014-04-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.834164942646585,0.791570605580161
350,0.843933859004635,"PropoRendaApposentadoriaAcima65anos",2014-07-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.843933859004635,0.958137253712908
351,0.836832349674635,"PropoRendaApposentadoriaAcima65anos",2015-04-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.836832349674635,0.837051704156862
352,0.817583534772577,"PropoRendaApposentadoriaAcima65anos",2015-10-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.817583534772577,0.508846357601567
353,0.822993028936647,"PropoRendaApposentadoriaAcima65anos",2015-07-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.822993028936647,0.601081901235874
354,0.823034004424193,"PropoRendaApposentadoriaAcima65anos",2015-01-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.823034004424193,0.6017805610837
355,0.83658268685653,"PropoRendaApposentadoriaAcima65anos",2016-01-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.83658268685653,0.832794783813711
356,0.83281603486337,"PropoRendaApposentadoriaAcima65anos",2016-07-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.83281603486337,0.76857081319222
357,0.837627581041744,"PropoRendaApposentadoriaAcima65anos",2016-04-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.837627581041744,0.85061093820642
358,0.829792773336155,"PropoRendaApposentadoriaAcima65anos",2016-10-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.829792773336155,0.717022154102522
359,0.840302791757724,"PropoRendaApposentadoriaAcima65anos",2017-10-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.840302791757724,0.896225094953951
360,0.83577135042141,"PropoRendaApposentadoriaAcima65anos",2017-04-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.83577135042141,0.81896094743384
361,0.822374805196708,"PropoRendaApposentadoriaAcima65anos",2017-07-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.822374805196708,0.59054076725709
362,0.839998526835915,"PropoRendaApposentadoriaAcima65anos",2017-01-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.839998526835915,0.891037171717374
363,0.827117520655341,"PropoRendaApposentadoriaAcima65anos",2018-01-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.827117520655341,0.671407281826119
364,0.834118009078645,"PropoRendaApposentadoriaAcima65anos",2018-07-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.834118009078645,0.790770356421487
365,0.827508713713216,"PropoRendaApposentadoriaAcima65anos",2018-10-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.827508713713216,0.678077388727928
366,0.827977832641184,"PropoRendaApposentadoriaAcima65anos",2018-04-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.827977832641184,0.686076184555764
367,0.830981047788142,"PropoRendaApposentadoriaAcima65anos",2019-10-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.830981047788142,0.737283039268782
368,0.820216701242134,"PropoRendaApposentadoriaAcima65anos",2019-04-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.820216701242134,0.5537436314377
369,0.832709436890803,"PropoRendaApposentadoriaAcima65anos",2019-01-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.832709436890803,0.766753245476678
370,0.814959440867365,"PropoRendaApposentadoriaAcima65anos",2019-07-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.814959440867365,0.464103777139555
371,0.79368552948669,"PropoRendaApposentadoriaAcima65anos",2020-07-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.79368552948669,0.101369162421298
372,0.788175514908963,"PropoRendaApposentadoriaAcima65anos",2020-10-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.788175514908963,0.00741967757201082
373,0.811342575814874,"PropoRendaApposentadoriaAcima65anos",2020-04-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.811342575814874,0.402433775425858
374,0.817552248113827,"PropoRendaApposentadoriaAcima65anos",2020-01-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.817552248113827,0.508312898854634
375,0.787740360510305,"PropoRendaApposentadoriaAcima65anos",2021-04-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.787740360510305,0
376,0.811101373488338,"PropoRendaApposentadoriaAcima65anos",2021-07-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.811101373488338,0.398321112200953
377,0.796208197334394,"PropoRendaApposentadoriaAcima65anos",2021-01-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.796208197334394,0.14438235982656
378,0.814071096933923,"PropoRendaApposentadoriaAcima65anos",2021-10-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.814071096933923,0.448956910695093
379,0.813705133621483,"PropoRendaApposentadoriaAcima65anos",2022-10-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.813705133621483,0.442716988061048
380,0.808001033565507,"PropoRendaApposentadoriaAcima65anos",2022-04-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.808001033565507,0.345458214199728
381,0.8124073192389,"PropoRendaApposentadoriaAcima65anos",2022-01-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.8124073192389,0.42058837279993
382,0.804078114853321,"PropoRendaApposentadoriaAcima65anos",2022-07-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.804078114853321,0.27856979005557
383,0.801563004607134,"PropoRendaApposentadoriaAcima65anos",2023-04-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.801563004607134,0.235685454880924
384,0.814732598244244,"PropoRendaApposentadoriaAcima65anos",2023-01-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.814732598244244,0.460235956595082
385,0.806718327562593,"PropoRendaApposentadoriaAcima65anos",2023-07-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.806718327562593,0.323587207056844
386,0.808866276218686,"PropoRendaApposentadoriaAcima65anos",2023-10-01,"pos","prop","trim","percent","acesso_a_direitos","acesso_a_direitos","Pessoas com mais de 65 anos sem previdência",0,0.808866276218686,0.360211188150902
387,0.221514076332405,"TxOcupadosRendaAbaixoPOF",2012-01-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.221514076332405,1
388,0.187952281888939,"TxOcupadosRendaAbaixoPOF",2013-01-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.187952281888939,0.660457709472688
389,0.158806136192227,"TxOcupadosRendaAbaixoPOF",2014-01-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.158806136192227,0.365588223677627
390,0.148384693691987,"TxOcupadosRendaAbaixoPOF",2015-01-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.148384693691987,0.260155230126263
391,0.149658177296127,"TxOcupadosRendaAbaixoPOF",2016-01-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.149658177296127,0.273038973295212
392,0.137004765045039,"TxOcupadosRendaAbaixoPOF",2017-01-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.137004765045039,0.145025300308867
393,0.140412010912853,"TxOcupadosRendaAbaixoPOF",2018-01-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.140412010912853,0.179496164740626
394,0.142401083514198,"TxOcupadosRendaAbaixoPOF",2019-01-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.142401083514198,0.199619470966801
395,0.140992553870366,"TxOcupadosRendaAbaixoPOF",2020-01-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.140992553870366,0.18536947660646
396,0.133714500750604,"TxOcupadosRendaAbaixoPOF",2021-01-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.133714500750604,0.111737930145911
397,0.16290806678299,"TxOcupadosRendaAbaixoPOF",2022-01-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.16290806678299,0.407087164108772
398,0.139949273447253,"TxOcupadosRendaAbaixoPOF",2023-01-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.139949273447253,0.174814682668883
399,0.122669851681201,"TxOcupadosRendaAbaixoPOF",2024-01-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.122669851681201,0
400,0.205270900424726,"TxOcupadosRendaAbaixoPOF",2012-04-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.205270900424726,0.835668943076877
401,0.182872003455688,"TxOcupadosRendaAbaixoPOF",2013-04-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.182872003455688,0.60906089341006
402,0.16246241837495,"TxOcupadosRendaAbaixoPOF",2014-04-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.16246241837495,0.402578570818546
403,0.156343773217104,"TxOcupadosRendaAbaixoPOF",2015-04-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.156343773217104,0.340676672357233
404,0.14048349050372,"TxOcupadosRendaAbaixoPOF",2016-04-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.14048349050372,0.180219318684311
405,0.138391922088358,"TxOcupadosRendaAbaixoPOF",2017-04-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.138391922088358,0.159059069587891
406,0.143464181061798,"TxOcupadosRendaAbaixoPOF",2018-04-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.143464181061798,0.210374753345225
407,0.147767192690154,"TxOcupadosRendaAbaixoPOF",2019-04-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.147767192690154,0.253908016351133
408,0.122829655393377,"TxOcupadosRendaAbaixoPOF",2020-04-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.122829655393377,0.0016167228054032
409,0.138952872686643,"TxOcupadosRendaAbaixoPOF",2021-04-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.138952872686643,0.164734166947038
410,0.160564743144884,"TxOcupadosRendaAbaixoPOF",2022-04-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.160564743144884,0.383379925305746
411,0.137846914908673,"TxOcupadosRendaAbaixoPOF",2023-04-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.137846914908673,0.153545270662277
412,0.19977774857604,"TxOcupadosRendaAbaixoPOF",2012-07-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.19977774857604,0.780095115996236
413,0.180074346215584,"TxOcupadosRendaAbaixoPOF",2013-07-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.180074346215584,0.580757193826435
414,0.164918630281562,"TxOcupadosRendaAbaixoPOF",2014-07-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.164918630281562,0.427427892215718
415,0.163998767767585,"TxOcupadosRendaAbaixoPOF",2015-07-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.163998767767585,0.418121708498632
416,0.140717500163961,"TxOcupadosRendaAbaixoPOF",2016-07-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.140717500163961,0.182586777795522
417,0.142374456337342,"TxOcupadosRendaAbaixoPOF",2017-07-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.142374456337342,0.199350085709848
418,0.149544162701369,"TxOcupadosRendaAbaixoPOF",2018-07-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.149544162701369,0.271885495738376
419,0.149063533103727,"TxOcupadosRendaAbaixoPOF",2019-07-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.149063533103727,0.267023000237622
420,0.124484236330958,"TxOcupadosRendaAbaixoPOF",2020-07-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.124484236330958,0.0183560006278516
421,0.147032043561654,"TxOcupadosRendaAbaixoPOF",2021-07-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.147032043561654,0.24647056483493
422,0.153055936622598,"TxOcupadosRendaAbaixoPOF",2022-07-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.153055936622598,0.307413863062022
423,0.135871316251217,"TxOcupadosRendaAbaixoPOF",2023-07-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.135871316251217,0.133558279369388
424,0.203414193874006,"TxOcupadosRendaAbaixoPOF",2012-10-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.203414193874006,0.81688477478306
425,0.179882048627728,"TxOcupadosRendaAbaixoPOF",2013-10-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.179882048627728,0.578811732788782
426,0.164704739813405,"TxOcupadosRendaAbaixoPOF",2014-10-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.164704739813405,0.425263977541777
427,0.171135433959364,"TxOcupadosRendaAbaixoPOF",2015-10-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.171135433959364,0.490322853451334
428,0.140201911851956,"TxOcupadosRendaAbaixoPOF",2016-10-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.140201911851956,0.177370607464636
429,0.145864291643791,"TxOcupadosRendaAbaixoPOF",2017-10-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.145864291643791,0.234656501626041
430,0.14805365728756,"TxOcupadosRendaAbaixoPOF",2018-10-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.14805365728756,0.256806158335826
431,0.148214001907721,"TxOcupadosRendaAbaixoPOF",2019-10-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.148214001907721,0.258428353468893
432,0.133244765208185,"TxOcupadosRendaAbaixoPOF",2020-10-01,"neg","prop","trim","percent","qualidade","qualidade_no_trabalho","Porcentagem de ocupados com rendimento do trabalho abaixo da mediana do rendimento necessário da POF",0,-0.133244765208185,0.106985649028056
